,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
1533,"Buenos Aires, Argentina",2018-03-14,27.1,19.8,22.6,27.8,19.8,22.7,15.9,66.9,12.499,100,4.17,rain,0,0,45.4,14.6,36.5,1006.7,35.6,9.3,263.1,22.6,9,,2018-03-14T06:51:44,2018-03-14T19:12:57,0.91,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1534,"Buenos Aires, Argentina",2018-03-15,23.1,13.8,19.3,23.1,13.8,19.3,6.7,47.2,3.886,100,4.17,rain,0,0,73.4,25,196.5,1010.1,13.2,10,288.1,24.7,9,,2018-03-15T06:52:32,2018-03-15T19:11:35,0.94,Rain,Clear conditions throughout the day with early morning rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
1535,"Buenos Aires, Argentina",2018-03-16,23.2,17.5,20.6,23.2,17.5,20.6,11.2,55.8,0,0,0,,0,0,33.8,16.7,43.3,1012.6,3,10,281.2,24.5,9,,2018-03-16T06:53:21,2018-03-16T19:10:12,0.97,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
1536,"Buenos Aires, Argentina",2018-03-17,26.1,20.1,23,26.1,20.1,23,18.1,73.9,0.156,100,8.33,rain,0,0,38.5,18.5,27,1006.5,71.9,10,209.2,18,8,,2018-03-17T06:54:09,2018-03-17T19:08:50,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1537,"Buenos Aires, Argentina",2018-03-18,24,17.7,21.7,24,17.7,21.7,16.2,72.8,42.11,100,8.33,rain,0,0,60.5,24.7,252,1001.4,67.5,8.9,194.4,16.8,7,,2018-03-18T06:54:58,2018-03-18T19:07:27,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
1538,"Buenos Aires, Argentina",2018-03-19,25.9,14.3,20,25.9,14.3,20,7.7,48.1,0,0,0,,0,0,38.9,16.7,266.7,1011.1,0,10,278,24,9,,2018-03-19T06:55:46,2018-03-19T19:06:04,0.07,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1539,"Buenos Aires, Argentina",2018-03-20,25.2,15.2,20.3,25.2,15.2,20.3,8,46.2,0,0,0,,0,0,46.1,25.1,216.7,1014,6.7,10,267.6,22.9,9,,2018-03-20T06:56:33,2018-03-20T19:04:40,0.11,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1540,"Buenos Aires, Argentina",2018-03-21,20,13.6,16.8,20,13.6,16.8,9.3,61.7,0,0,0,,0,0,46.4,23.5,116,1019.5,21.6,10,272.4,23.5,9,,2018-03-21T06:57:21,2018-03-21T19:03:17,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
1541,"Buenos Aires, Argentina",2018-03-22,22,16.8,19.6,22,16.8,19.6,13.2,66.6,0.194,100,4.17,rain,0,0,41.8,26.7,45.5,1012.2,26.3,10,230.2,19.9,8,,2018-03-22T06:58:09,2018-03-22T19:01:54,0.18,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1542,"Buenos Aires, Argentina",2018-03-23,28.2,19.8,23,28,19.8,23,16.2,67,13.076,100,4.17,rain,0,0,44.6,16.2,23.1,1006.4,34.4,10,238.7,20.6,8,,2018-03-23T06:58:56,2018-03-23T19:00:31,0.22,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1543,"Buenos Aires, Argentina",2018-03-24,24.1,15.9,20.9,24.1,15.9,20.9,13.2,62.4,0.123,100,4.17,rain,0,0,50,25.2,118.6,1010.1,53,10,170.6,14.7,7,,2018-03-24T06:59:43,2018-03-24T18:59:08,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1544,"Buenos Aires, Argentina",2018-03-25,19.9,11.9,15.3,19.9,11.9,15.3,6.4,58.4,9.938,100,8.33,rain,0,0,74.5,22.6,200.2,1018.5,39.7,9.8,260.3,22.6,9,,2018-03-25T07:00:30,2018-03-25T18:57:45,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1545,"Buenos Aires, Argentina",2018-03-26,20,10.7,16.5,20,10.7,16.5,7.3,55.3,0,0,0,,0,0,36,23,74.2,1022,40.9,9.9,248.8,21.6,9,,2018-03-26T07:01:17,2018-03-26T18:56:21,0.32,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
1546,"Buenos Aires, Argentina",2018-03-27,21.4,16.5,19.3,21.4,16.5,19.3,13.9,71.3,0,0,0,,0,0,36,21.8,67.6,1020,33.5,10,235.6,20.4,8,,2018-03-27T07:02:04,2018-03-27T18:54:59,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1547,"Buenos Aires, Argentina",2018-03-28,25.1,18.8,21.5,25.1,18.8,21.5,17.6,78.9,0,0,0,,0,0,36.4,19.7,38.9,1015.6,21.9,10,241.1,20.7,8,,2018-03-28T07:02:51,2018-03-28T18:53:36,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
1548,"Buenos Aires, Argentina",2018-03-29,26.9,19.7,23.1,28.4,19.7,23.2,18.7,76.7,0,0,0,,0,0,20.9,12.5,21.4,1014.6,6.6,10,239,20.6,8,,2018-03-29T07:03:38,2018-03-29T18:52:13,0.43,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1549,"Buenos Aires, Argentina",2018-03-30,27.3,20.5,24,28.8,20.5,24.2,19,74,0,0,0,,0,0,20.2,14.7,57,1013.4,12.1,9.9,235.5,20.2,8,,2018-03-30T07:04:24,2018-03-30T18:50:51,0.47,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
1550,"Buenos Aires, Argentina",2018-03-31,27.4,21,23.7,29,21,23.9,19.7,79.1,0,0,0,,0,0,42.1,31.4,110.6,1012.4,22.6,9.9,227.3,19.8,8,,2018-03-31T07:05:11,2018-03-31T18:49:28,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1551,"Buenos Aires, Argentina",2018-04-01,24.9,20.9,22.5,24.9,20.9,22.5,17.5,74.1,0,0,0,,0,0,47.2,31.9,114.2,1014.6,84.7,10,195.6,16.7,7,,2018-04-01T07:05:57,2018-04-01T18:48:07,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1552,"Buenos Aires, Argentina",2018-04-02,23.2,18.9,20.9,23.2,18.9,20.9,16.5,76,0,0,0,,0,0,40.3,24,115.9,1015.3,61.9,9.9,212.1,18.4,8,,2018-04-02T07:06:44,2018-04-02T18:46:45,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
1553,"Buenos Aires, Argentina",2018-04-03,23.1,17.1,20.5,23.1,17.1,20.5,16.1,76.3,0,0,0,,0,0,30.2,17.4,88.8,1013.3,24.9,9.9,232.9,20.2,8,,2018-04-03T07:07:30,2018-04-03T18:45:24,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1554,"Buenos Aires, Argentina",2018-04-04,24.2,20,22,24.2,20,22,17.4,76,0,0,0,,0,0,27.7,13.5,60.3,1011.3,23.8,9.8,230.6,19.9,8,,2018-04-04T07:08:17,2018-04-04T18:44:02,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1555,"Buenos Aires, Argentina",2018-04-05,27.5,20.3,23.8,29,20.3,24,18.4,72.2,0,0,0,,0,0,25.9,13.4,20.2,1011,28.8,10,214.7,18.3,7,,2018-04-05T07:09:03,2018-04-05T18:42:42,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1556,"Buenos Aires, Argentina",2018-04-06,23.5,16.9,18.9,23.5,16.9,18.9,16.1,84.3,49.403,100,8.33,rain,0,0,49.3,28.4,146.3,1013.8,86.7,8.1,50.3,4.2,2,,2018-04-06T07:09:49,2018-04-06T18:41:22,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1557,"Buenos Aires, Argentina",2018-04-07,20,16.9,18.7,20,16.9,18.7,17,90.1,3.206,100,8.33,rain,0,0,35.6,9.2,162.9,1014,90.4,7.1,145.3,12.5,6,,2018-04-07T07:10:36,2018-04-07T18:40:02,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1558,"Buenos Aires, Argentina",2018-04-08,22.5,19.2,20.8,22.5,19.2,20.8,18.3,86.1,3.915,100,8.33,rain,0,0,32,17.1,65.9,1017.1,84.3,8.6,132.4,11.5,6,,2018-04-08T07:11:22,2018-04-08T18:38:42,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1559,"Buenos Aires, Argentina",2018-04-09,26.1,19.7,22.9,26.1,19.7,22.9,19.8,83.2,0.275,100,4.17,rain,0,0,41.4,23.3,92.7,1014.1,63.4,9.8,192.2,16.4,7,,2018-04-09T07:12:09,2018-04-09T18:37:24,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1560,"Buenos Aires, Argentina",2018-04-10,29.1,22.9,25.7,30.8,22.9,26.3,19.7,69.6,0,0,0,,0,0,45.7,21.9,352.4,1007.5,88.5,10,109.5,9.4,4,,2018-04-10T07:12:55,2018-04-10T18:36:05,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1561,"Buenos Aires, Argentina",2018-04-11,32,21,26.4,35.7,21,27.6,20.8,72.3,2.5,100,29.17,rain,0,0,48.2,22.7,343.2,1004.9,76.1,10,97.9,8.4,5,,2018-04-11T07:13:42,2018-04-11T18:34:47,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1562,"Buenos Aires, Argentina",2018-04-12,21.7,15.7,18.1,21.7,15.7,18.1,7.7,52.8,11.334,100,8.33,rain,0,0,61.6,22.2,173.1,1018.4,59.7,9.4,155.9,13.4,7,,2018-04-12T07:14:28,2018-04-12T18:33:30,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1563,"Buenos Aires, Argentina",2018-04-13,18.4,11.5,15.8,18.4,11.5,15.8,5.3,50.1,0,0,0,,0,0,39.2,23,119,1027.1,16.1,10,220.7,19.1,8,,2018-04-13T07:15:15,2018-04-13T18:32:13,0.92,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1564,"Buenos Aires, Argentina",2018-04-14,21,15.9,18.6,21,15.9,18.6,12,65.6,0,0,0,,0,0,48.2,33.4,77.4,1027.7,18.7,10,208,18,7,,2018-04-14T07:16:01,2018-04-14T18:30:57,0.95,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1565,"Buenos Aires, Argentina",2018-04-15,23.3,17.8,20.4,23.3,17.8,20.4,15.2,72.5,0,0,0,,0,0,37.8,28.7,65,1026.9,9.1,10,205.5,17.6,7,,2018-04-15T07:16:48,2018-04-15T18:29:42,0,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1566,"Buenos Aires, Argentina",2018-04-16,24.1,18.9,21.5,24.1,18.9,21.5,17.3,77.3,0,0,0,,0,0,38.5,17,42.4,1022.6,58.5,10,179.3,15.4,6,,2018-04-16T07:17:35,2018-04-16T18:28:27,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1567,"Buenos Aires, Argentina",2018-04-17,25.2,20.4,22.6,25.2,20.4,22.6,18.2,76.6,0,0,0,,0,0,33.5,17.5,24.2,1018.3,56.3,10,165.4,14.2,7,,2018-04-17T07:18:21,2018-04-17T18:27:13,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1568,"Buenos Aires, Argentina",2018-04-18,27.9,20.9,23.4,29.9,20.9,23.6,19.6,79.5,0,0,0,,0,0,25.2,20,39.3,1016.3,55.3,10,103,8.8,3,,2018-04-18T07:19:08,2018-04-18T18:26:00,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1569,"Buenos Aires, Argentina",2018-04-19,27.2,20.9,23.9,29,20.9,24,20,79.1,0,0,0,,0,0,31.3,21.7,65.4,1014.2,54.9,10,153.8,13.3,6,,2018-04-19T07:19:55,2018-04-19T18:24:47,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1570,"Buenos Aires, Argentina",2018-04-20,24,21.7,23,24,21.7,23,20.5,85.9,17.729,100,12.5,rain,0,0,28.1,19.9,7.2,1011.5,80.7,8,38,3.2,2,,2018-04-20T07:20:42,2018-04-20T18:23:35,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1571,"Buenos Aires, Argentina",2018-04-21,24,20,22,24,20,22,19.7,87.1,1.688,100,8.33,rain,0,0,24.5,21,134.1,1011.5,92.7,8.3,171.1,14.8,6,,2018-04-21T07:21:29,2018-04-21T18:22:24,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1572,"Buenos Aires, Argentina",2018-04-22,24.3,20.9,22.5,24.3,20.9,22.5,19.3,82.2,0,0,0,,0,0,19.4,21.9,95.5,1011.2,61.4,7.7,187.8,16.4,7,,2018-04-22T07:22:15,2018-04-22T18:21:14,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1573,"Buenos Aires, Argentina",2018-04-23,22.9,19.8,21.2,22.9,19.8,21.2,18.2,83.6,15.354,100,8.33,rain,0,0,45.4,23,140.8,1015.3,70.1,9,168.9,14.6,7,,2018-04-23T07:23:02,2018-04-23T18:20:05,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
1574,"Buenos Aires, Argentina",2018-04-24,22,18.6,20.1,22,18.6,20.1,16.7,80.8,0.327,100,4.17,rain,0,0,43.9,28.8,114.3,1020,97.2,9.7,159.3,13.8,7,,2018-04-24T07:23:49,2018-04-24T18:18:57,0.31,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1575,"Buenos Aires, Argentina",2018-04-25,25,20.8,22.3,25,20.8,22.3,20.1,87.5,0.016,100,4.17,rain,0,0,24.1,14.4,59.3,1018.4,64.8,10,159.6,13.9,6,,2018-04-25T07:24:36,2018-04-25T18:17:49,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1576,"Buenos Aires, Argentina",2018-04-26,26,21.8,23.9,26,21.8,23.9,20.6,82.3,0,0,0,,0,0,33.8,15.2,31.2,1014.4,61.2,10,63.7,5.4,3,,2018-04-26T07:25:24,2018-04-26T18:16:43,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1577,"Buenos Aires, Argentina",2018-04-27,31,21.9,25,33.7,21.9,25.5,21.3,81.1,0.164,100,4.17,rain,0,0,36,25.4,14.7,1012.1,70.1,10,71.7,6.1,3,,2018-04-27T07:26:11,2018-04-27T18:15:37,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1578,"Buenos Aires, Argentina",2018-04-28,21.9,19.9,21.2,21.9,19.9,21.2,19.4,89.5,24.913,100,12.5,rain,0,0,37.4,25.3,125.8,1016,91.5,8,113.9,9.8,6,,2018-04-28T07:26:58,2018-04-28T18:14:33,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1579,"Buenos Aires, Argentina",2018-04-29,21.9,19.1,20.4,21.9,19.1,20.4,19,91.4,101.337,100,16.67,rain,0,0,48.2,36,86.8,1013.2,95.1,7.5,68.5,5.9,3,,2018-04-29T07:27:45,2018-04-29T18:13:29,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1580,"Buenos Aires, Argentina",2018-04-30,20.9,16.8,19.1,20.9,16.8,19.1,14.1,74.2,0.064,100,8.33,rain,0,0,47.9,30.4,138.5,1017.8,89.8,9.5,164.9,14.2,6,,2018-04-30T07:28:32,2018-04-30T18:12:27,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1581,"Buenos Aires, Argentina",2018-05-01,18.7,14.8,16.3,18.7,14.8,16.3,11,70.6,0.681,100,8.33,rain,0,0,48.6,25.1,105,1021.4,94.8,9.5,116.2,10,6,,2018-05-01T07:29:19,2018-05-01T18:11:26,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1582,"Buenos Aires, Argentina",2018-05-02,18.8,17.6,18,18.8,17.6,18,15.6,86.2,12.338,100,12.5,rain,0,0,51.8,31.1,57.1,1016.7,84.2,8.1,57,4.8,3,,2018-05-02T07:30:06,2018-05-02T18:10:26,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1583,"Buenos Aires, Argentina",2018-05-03,21.2,16.9,19.1,21.2,16.9,19.1,15.8,82.8,0.107,100,4.17,rain,0,0,29.5,12.3,108.2,1014.7,59,8.3,160,13.8,6,,2018-05-03T07:30:53,2018-05-03T18:09:26,0.62,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1584,"Buenos Aires, Argentina",2018-05-04,19.9,18,19.1,19.9,18,19.1,16.8,86.7,1.032,100,12.5,rain,0,0,42.5,24.9,103,1016,95,8.9,105.8,9.3,5,,2018-05-04T07:31:40,2018-05-04T18:08:28,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1585,"Buenos Aires, Argentina",2018-05-05,20.9,16.7,18.8,20.9,16.7,18.8,17.2,90.5,6.646,100,12.5,rain,0,0,41,26.8,110.3,1021.5,97.6,7.9,137.9,11.8,5,,2018-05-05T07:32:27,2018-05-05T18:07:32,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1586,"Buenos Aires, Argentina",2018-05-06,21.9,18.6,19.9,21.9,18.6,19.9,17.3,84.9,0,0,0,,0,0,33.8,30.5,88.7,1023.7,87.3,9.9,157.2,13.5,6,,2018-05-06T07:33:14,2018-05-06T18:06:36,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1587,"Buenos Aires, Argentina",2018-05-07,23,19.6,21.1,23,19.6,21.1,17.6,80.3,0,0,0,,0,0,39.6,28.5,61.3,1020.9,79.9,10,96.6,8.3,4,,2018-05-07T07:34:00,2018-05-07T18:05:42,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1588,"Buenos Aires, Argentina",2018-05-08,21,19,19.8,21,19,19.8,17.8,88.8,34.452,100,12.5,rain,0,0,38.5,19.1,57.2,1017.4,93.9,7.7,45.2,4,2,,2018-05-08T07:34:47,2018-05-08T18:04:49,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1589,"Buenos Aires, Argentina",2018-05-09,20.9,18.9,19.7,20.9,18.9,19.7,18,89.7,0.832,100,4.17,rain,0,0,31.3,11,349.8,1015.3,88,6.3,99.8,8.5,5,,2018-05-09T07:35:33,2018-05-09T18:03:57,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1590,"Buenos Aires, Argentina",2018-05-10,19.9,17.9,19.2,19.9,17.9,19.2,17.8,91.5,30.549,100,8.33,rain,0,0,57.6,30.2,114.9,1010.6,83.7,5.8,48.6,4.2,2,,2018-05-10T07:36:20,2018-05-10T18:03:07,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1591,"Buenos Aires, Argentina",2018-05-11,21,15.9,18,21,15.9,18,14.1,78.7,35.607,100,8.33,rain,0,0,58.3,21.1,210.9,1009.8,56,8.9,139.7,12,6,,2018-05-11T07:37:06,2018-05-11T18:02:17,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1592,"Buenos Aires, Argentina",2018-05-12,21.8,13.3,17.1,21.8,13.3,17.1,11.4,70.5,0,0,0,,0,0,29.2,14.6,281.4,1016.8,16.6,9.9,156.6,13.5,6,,2018-05-12T07:37:52,2018-05-12T18:01:30,0.91,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1593,"Buenos Aires, Argentina",2018-05-13,20,13.7,17.5,20,13.7,17.5,13.1,76.3,0,0,0,,0,0,34.2,16,50.4,1016.8,56.4,9.4,65.9,5.6,3,,2018-05-13T07:38:38,2018-05-13T18:00:43,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1594,"Buenos Aires, Argentina",2018-05-14,20.1,16.8,18.2,20.1,16.8,18.2,14.2,77.5,0,0,0,,0,0,41.4,24.6,358,1011.7,84.2,10,84.8,7.3,5,,2018-05-14T07:39:23,2018-05-14T17:59:58,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1595,"Buenos Aires, Argentina",2018-05-15,20,13.7,17.2,20,13.7,17.2,6.7,53.9,0,0,0,,0,0,38.5,17.1,222.8,1015.3,51.4,10,135.9,11.6,5,,2018-05-15T07:40:08,2018-05-15T17:59:14,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1596,"Buenos Aires, Argentina",2018-05-16,15.1,9.8,12.3,15.1,8.6,12.2,4.9,61.2,0,0,0,,0,0,40,12.4,154,1021.9,54.9,10,141,12.2,6,,2018-05-16T07:40:53,2018-05-16T17:58:32,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
1597,"Buenos Aires, Argentina",2018-05-17,12.9,9.9,12.3,12.9,7.6,12.2,7.4,72.2,3.378,100,4.17,rain,0,0,36.7,17.2,4.6,1018.4,76.6,9.4,32.6,2.9,1,,2018-05-17T07:41:38,2018-05-17T17:57:51,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1598,"Buenos Aires, Argentina",2018-05-18,17.7,9.4,13,17.7,8.6,12.9,9.6,80.2,5.2,100,4.17,rain,0,0,37.1,13.2,298.3,1016.6,42.7,9.4,137.7,11.8,6,,2018-05-18T07:42:22,2018-05-18T17:57:12,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
1599,"Buenos Aires, Argentina",2018-05-19,14.9,9.8,12.3,14.9,7.5,12,8.5,77.6,0.993,100,4.17,rain,0,0,51.1,16.2,207.9,1019.6,60.1,10,88.3,7.5,4,,2018-05-19T07:43:06,2018-05-19T17:56:34,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
