,temp,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,moonphase,clusters_description,year,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,preds,preds_gs,sktime_naive,preds_autoarima,preds_sarimax,0_1_0_0_1_0_12,0_1_0_0_1_1_12,0_1_0_1_1_0_12,0_1_0_1_1_1_12,0_1_1_0_1_0_12,0_1_1_0_1_1_12,0_1_1_1_1_0_12,0_1_1_1_1_1_12,1_1_0_0_1_0_12,1_1_0_0_1_1_12,1_1_0_1_1_0_12,1_1_0_1_1_1_12,1_1_1_0_1_0_12,1_1_1_0_1_1_12,1_1_1_1_1_0_12,1_1_1_1_1_1_12
2023-06-02,13.9,7.0,66.3,0.0,0.0,0.0,0.0,0.0,38.7,24.4,49.8,1029.2,74.3,29.1,143.5,12.4,8.0,10.0,0.35,1.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,15.220464,15.511385,14.422429906542057,13.528210761321265,18.694640496389184,17.040625199038914,17.66006241847208,19.716846696072025,18.038969211789663,16.821542799407325,18.372707464597624,19.56712850972326,18.815010653117497,16.91560256545199,18.44266612653155,19.638734614378336,18.733262336685584,16.565693375341652,18.33539984948584,19.423536790731305,18.694640496389184
2023-06-03,15.0,8.9,72.8,0.001,100.0,4.17,0.0,0.0,35.3,22.5,52.4,1026.9,88.1,32.6,107.3,9.3,6.0,10.0,0.38,0.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,18.718847,17.661848,14.424299065420561,13.487928642715712,19.831757133175415,16.758025492497836,18.125717044636986,20.463856816302723,18.663372834645998,16.33674537029583,19.386651168322715,20.266327207562426,19.935934604076465,16.523026860038954,19.42594353144159,20.382511555799283,19.74571017519338,15.86813614037601,19.351253180746426,20.032342763406632,19.831757133175415
2023-06-04,16.0,7.9,68.9,0.0,0.0,0.0,0.0,0.0,37.8,21.6,48.4,1025.5,74.3,27.3,102.7,8.8,6.0,10.0,0.41,1.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,16.462023,16.140507,14.426168224299065,13.518286401834832,19.730797550018906,15.87171735267475,18.12762162508443,19.559733752030297,19.00629076074256,15.456134977037436,19.518155913177907,19.35781478717763,19.86901663574463,15.640103265206562,19.462990315929346,19.483178375827265,19.834804516882286,15.069372108155221,19.4099416779718,19.153881916605314,19.730797550018906
2023-06-05,13.7,5.8,58.7,0.0,0.0,0.0,0.0,0.0,35.7,21.4,50.7,1024.5,62.2,30.8,180.1,15.6,9.0,10.0,0.45,1.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,17.883986,16.51076,14.428037383177571,13.481227032503895,19.723636244540103,14.014483688595647,18.74242919237804,18.283828009192803,19.233916618508374,13.609591566601011,19.696947010983422,18.06910273962785,19.838521303303423,13.783745212916983,19.658914636191184,18.189311159734643,19.853617424698314,13.228220673165197,19.542652087326132,17.877264842896693,19.723636244540103
2023-06-06,13.7,8.1,65.6,0.0,0.0,0.0,0.0,0.0,35.1,21.2,54.9,1023.4,37.9,26.3,114.6,9.8,6.0,10.0,0.48,1.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,18.190876,17.30335,14.429906542056075,13.512530941357962,18.908118229082902,13.50063977364698,17.644810203033558,18.07287758146049,18.426647260999744,13.074355492735776,18.759229709034116,17.852975343354046,19.058839014651312,13.258479903150146,18.64119500806555,18.00342377548077,19.03126473793236,12.754237663793901,18.633509036440955,17.66183277802338,18.908118229082902
2023-06-07,14.8,7.8,60.4,0.0,0.0,0.0,0.0,0.0,30.3,18.3,55.8,1023.8,0.0,37.7,217.7,18.7,9.0,10.0,0.5,2.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,18.983713,17.210428,14.43177570093458,13.477633294183693,18.669347843657306,15.947525330739154,17.24931074912456,19.389327076234622,17.775032320419996,15.578957374382298,18.51903876158758,19.22870340261943,18.744072657191282,15.742000428115716,18.37608088266279,19.33594453992555,18.61297379678581,15.294462720376032,18.250605182609434,19.013415769564745,18.669347843657306
2023-06-08,15.7,7.4,66.0,0.0,0.0,0.0,0.0,0.0,30.7,19.3,51.4,1024.4,72.4,35.7,99.9,8.5,5.0,10.0,0.55,1.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,15.292368,15.500617,14.433644859813084,13.509123491519432,19.106065349129494,15.574283387777541,17.733587929727946,18.995046407639165,18.084685254096257,15.164010586559016,18.91292470011831,18.809287676256645,19.183933275151503,15.351829766528681,18.85898293689752,18.917086015684617,19.088677447496593,14.79004814874861,18.66560482892237,18.539015348676912,19.106065349129494
2023-06-09,18.4,7.3,65.4,0.002,100.0,4.17,0.0,0.0,33.7,21.2,53.5,1023.5,94.4,35.4,94.6,8.4,3.0,10.0,0.58,0.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,13.434772,15.006954,14.43551401869159,13.475782566841257,20.6709795607494,16.05659746697711,18.408969572112255,20.165777745020023,18.950802347742865,15.678136295668082,20.300322083974606,19.97902109302595,20.723000316967955,15.85568944251645,20.32574892634875,20.079150911584293,20.53463877955437,15.311180750748463,20.126409778924426,19.728906330958125,20.6709795607494
2023-06-10,22.2,8.8,67.8,0.0,0.0,0.0,0.0,0.0,30.3,19.3,65.3,1021.8,53.4,25.0,145.8,12.4,9.0,10.0,0.62,1.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,16.804014,17.218641,14.437383177570094,13.50704025293031,19.861162160654203,15.852055495379318,17.862685536536446,20.19509441446644,18.566502190747997,15.476246591901145,19.51252302827561,20.01725477149739,19.964141175336408,15.645927595371177,19.444746803408634,20.132062729782774,19.91320864246518,15.11078846541568,19.33288777445341,19.79718205354584,19.861162160654203
2023-06-11,22.9,8.5,63.6,0.0,0.0,0.0,0.0,0.0,35.6,20.3,65.3,1018.6,36.3,27.8,216.7,18.8,9.0,10.0,0.65,0.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,17.765388,17.89695,14.439252336448599,13.474907633999718,19.239805516292108,16.331282706483762,17.686203705077787,20.24811517476337,18.23034985038612,16.047976976773498,19.076292845209537,20.119397556667536,19.31126129542099,16.18188168475899,18.968929463542736,20.195842593198904,19.275707018703542,15.728329677902366,18.862815880278504,19.951002651472663,19.239805516292108
